what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353970064108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353970065529
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1353970381528
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1353970383135
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1353970385495
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1353970387731
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1353970391574
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1353970400456
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1353970408024
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353970419237
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353970419335
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353971380358
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353971949563
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353972910477
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353973486727
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353973769760
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353973769878
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1353973843736
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1353973849700
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1353973910010
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353974874606
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353974877397
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1353975196932
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1353975198486
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1353975342406
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1353975476506
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1353975517711
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353975521798
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353975703775
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1353975704138
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1353975704190
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353976666372
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353976667887
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353977628653
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353978625108
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353978630707
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353982636137
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1353982638426
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1353982651072
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353982658516
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353982696922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353982698341
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353982725406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353982759404
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353982768344
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353982777150
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353982799809
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1353982808082
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1353982816274
